Time,Motor,CF,IF,Brake,E,Mean,Skewness,MAD,SF,Distance,SAD,P2P,Var,Kurtosis,Safety,Door,Resv-1,Resv-2,Resv-3,FFT-Motor Freq,FFT-Motor Mag,FFT-Resv1 Freq,FFT-Resv1 Mag,FFT-Resv2 Freq,FFT-Resv2 Mag,door,workMode,vibration_y,openCloseDoorNum,floor,cumulativeRunNum,vibration_z,vibration_x,velocity,motion,mileage
2024-04-19 20:59:00:050,0.32349619539999996,1.0,1000.0,0.0537125732,39.0,7.0,0.0,253.0,118.0,0.0,39.0,380.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:100,0.29908138819999996,1.0,1000.0,0.0537125732,49.0,7.0,0.0,289.0,118.0,0.0,49.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:150,0.32349619539999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,294.0,118.0,0.0,42.0,380.0,275.0,43.0,0.045777763799999996,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:200,0.29908138819999996,1.0,1000.0,0.0537125732,38.0,6.0,0.0,265.0,118.0,0.0,38.0,379.0,275.0,179.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:250,0.32349619539999996,1.0,1000.0,0.0537125732,43.0,6.0,0.0,247.0,118.0,0.0,43.0,381.0,276.0,41.0,0.0534073911,0.3369243228,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:300,0.29908138819999996,1.0,1000.0,0.0537125732,39.0,6.0,0.0,240.0,118.0,0.0,39.0,379.0,275.0,208.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:350,0.32349619539999996,1.0,1000.0,0.0537125732,42.0,6.0,0.0,238.0,118.0,0.0,42.0,380.0,276.0,27.0,0.0534073911,0.3369243228,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:400,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,246.0,119.0,0.0,41.0,378.0,275.0,167.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:450,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,5.0,0.0,240.0,118.0,0.0,42.0,379.0,275.0,88.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:500,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,303.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:550,0.32349619539999996,1.0,1000.0,0.0524918329,45.0,7.0,0.0,241.0,119.0,0.0,45.0,378.0,275.0,209.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:600,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,255.0,119.0,0.0,44.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:650,0.32349619539999996,1.0,1000.0,0.0524918329,45.0,6.0,0.0,231.0,119.0,0.0,45.0,378.0,275.0,238.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:700,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,284.0,119.0,0.0,41.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:750,0.32349619539999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,267.0,119.0,0.0,41.0,378.0,275.0,271.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:800,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,8.0,0.0,313.0,119.0,0.0,41.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:850,0.32349619539999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,248.0,118.0,0.0,44.0,379.0,275.0,193.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:900,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,293.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:00:950,0.3173924936,1.0,1000.0,0.0524918329,52.0,6.0,0.0,207.0,119.0,0.0,52.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:000,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,214.0,119.0,0.0,41.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.0013473730068653822,32567.0,16.0,31680.0,0.034551531076431274,0.023873353376984596,0.0,0.0,1418936.5
2024-04-19 20:59:01:050,0.32349619539999996,1.0,1000.0,0.0524918329,50.0,7.0,0.0,256.0,119.0,0.0,50.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:100,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,245.0,119.0,0.0,38.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:150,0.32349619539999996,1.0,1000.0,0.0524918329,50.0,8.0,0.0,270.0,119.0,0.0,50.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:200,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,236.0,119.0,0.0,42.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:250,0.32349619539999996,1.0,1000.0,0.0524918329,44.0,7.0,0.0,224.0,118.0,0.0,44.0,379.0,275.0,84.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:300,0.29908138819999996,1.0,1000.0,0.0524918329,53.0,7.0,0.0,247.0,119.0,0.0,53.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:350,0.32349619539999996,1.0,1000.0,0.0524918329,46.0,7.0,0.0,251.0,119.0,0.0,46.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:400,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,7.0,0.0,235.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:450,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,259.0,119.0,0.0,42.0,378.0,275.0,112.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:500,0.29908138819999996,1.0,1000.0,0.0524918329,55.0,8.0,0.0,275.0,119.0,0.0,55.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:550,0.32349619539999996,1.0,1000.0,0.0524918329,45.0,6.0,0.0,233.0,119.0,0.0,45.0,378.0,275.0,99.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:600,0.29908138819999996,1.0,1000.0,0.0524918329,43.0,6.0,0.0,262.0,119.0,0.0,43.0,377.0,274.0,167.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:650,0.32349619539999996,1.0,1000.0,0.0524918329,40.0,6.0,0.0,261.0,119.0,0.0,40.0,378.0,275.0,0.0,0.045777763799999996,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:700,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,7.0,0.0,299.0,119.0,0.0,44.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:750,0.32349619539999996,1.0,1000.0,0.0524918329,43.0,7.0,0.0,268.0,119.0,0.0,43.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:800,0.29908138819999996,1.0,1000.0,0.0524918329,48.0,8.0,0.0,261.0,119.0,0.0,48.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:850,0.32349619539999996,1.0,1000.0,0.0524918329,43.0,6.0,0.0,256.0,119.0,0.0,43.0,379.0,275.0,0.0,0.045777763799999996,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:900,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,254.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:01:950,0.32349619539999996,1.0,1000.0,0.0524918329,41.0,7.0,0.0,296.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:000,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,6.0,0.0,284.0,119.0,0.0,44.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.0019683153368532658,32567.0,16.0,31680.0,0.03490043804049492,0.024764496833086014,0.0,0.0,1418936.5
2024-04-19 20:59:02:050,0.32349619539999996,1.0,1000.0,0.0537125732,39.0,5.0,0.0,213.0,119.0,0.0,39.0,379.0,275.0,195.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:100,0.29908138819999996,1.0,1000.0,0.0537125732,38.0,7.0,0.0,294.0,118.0,0.0,38.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:150,0.32349619539999996,1.0,1000.0,0.0537125732,47.0,6.0,0.0,247.0,119.0,0.0,47.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:200,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,7.0,0.0,282.0,119.0,0.0,46.0,377.0,274.0,101.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:250,0.3173924936,1.0,1000.0,0.0524918329,42.0,6.0,0.0,279.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:300,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,254.0,119.0,0.0,46.0,377.0,274.0,181.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:350,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,286.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:400,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,277.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:450,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,229.0,119.0,0.0,44.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:500,0.29908138819999996,1.0,1000.0,0.0524918329,48.0,7.0,0.0,228.0,119.0,0.0,48.0,376.0,274.0,155.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:550,0.3173924936,1.0,1000.0,0.0524918329,50.0,7.0,0.0,225.0,119.0,0.0,50.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:600,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,6.0,0.0,227.0,119.0,0.0,44.0,377.0,274.0,125.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:650,0.3173924936,1.0,1000.0,0.0537125732,41.0,7.0,0.0,250.0,119.0,0.0,41.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:700,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,7.0,0.0,240.0,119.0,0.0,46.0,377.0,274.0,115.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:750,0.3173924936,1.0,1000.0,0.0524918329,47.0,7.0,0.0,226.0,119.0,0.0,47.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:800,0.29908138819999996,1.0,1000.0,0.0537125732,48.0,8.0,0.0,242.0,119.0,0.0,48.0,378.0,274.0,132.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:850,0.32349619539999996,1.0,1000.0,0.0537125732,49.0,7.0,0.0,253.0,119.0,0.0,49.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:900,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,7.0,0.0,297.0,119.0,0.0,43.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:02:950,0.3173924936,1.0,1000.0,0.0524918329,52.0,7.0,0.0,252.0,119.0,0.0,52.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:000,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,6.0,0.0,238.0,119.0,0.0,42.0,378.0,275.0,74.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.0023866724222898483,32567.0,16.0,31680.0,0.03850682079792023,0.024446701630949974,0.0,0.0,1418936.5
2024-04-19 20:59:03:050,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,248.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:100,0.29908138819999996,1.0,1000.0,0.0524918329,54.0,7.0,0.0,254.0,119.0,0.0,54.0,377.0,274.0,77.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:150,0.3173924936,1.0,1000.0,0.0524918329,46.0,7.0,0.0,247.0,119.0,0.0,46.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:200,0.29908138819999996,1.0,1000.0,0.0524918329,45.0,7.0,0.0,258.0,119.0,0.0,45.0,377.0,274.0,0.0,0.045777763799999996,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:250,0.3173924936,1.0,1000.0,0.0524918329,45.0,6.0,0.0,227.0,119.0,0.0,45.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:300,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,7.0,0.0,308.0,119.0,0.0,46.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:350,0.3173924936,1.0,1000.0,0.0524918329,36.0,6.0,0.0,257.0,119.0,0.0,36.0,377.0,274.0,67.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:400,0.29908138819999996,1.0,1000.0,0.0524918329,40.0,6.0,0.0,253.0,119.0,0.0,40.0,377.0,274.0,191.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:450,0.3173924936,1.0,1000.0,0.0524918329,42.0,6.0,0.0,254.0,119.0,0.0,42.0,377.0,274.0,157.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:500,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,6.0,0.0,245.0,119.0,0.0,44.0,377.0,274.0,363.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:550,0.3173924936,1.0,1000.0,0.0524918329,40.0,7.0,0.0,267.0,119.0,0.0,40.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:600,0.29908138819999996,1.0,1000.0,0.0524918329,37.0,5.0,0.0,245.0,119.0,0.0,37.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:650,0.3173924936,1.0,1000.0,0.0524918329,47.0,7.0,0.0,261.0,119.0,0.0,47.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:700,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,258.0,119.0,0.0,41.0,377.0,274.0,165.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:750,0.3173924936,1.0,1000.0,0.0524918329,41.0,6.0,0.0,259.0,119.0,0.0,41.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:800,0.29908138819999996,1.0,1000.0,0.0524918329,37.0,6.0,0.0,285.0,119.0,0.0,37.0,376.0,274.0,256.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:850,0.3173924936,1.0,1000.0,0.0524918329,49.0,7.0,0.0,282.0,119.0,0.0,49.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:900,0.29908138819999996,1.0,1000.0,0.0537125732,48.0,8.0,0.0,300.0,119.0,0.0,48.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:03:950,0.3173924936,1.0,1000.0,0.0524918329,40.0,7.0,0.0,284.0,119.0,0.0,40.0,375.0,274.0,73.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:000,0.29908138819999996,1.0,1000.0,0.0537125732,47.0,7.0,0.0,305.0,119.0,0.0,47.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.002488564234226942,32567.0,16.0,31680.0,0.038612883538007736,0.024160806089639664,0.0,0.0,1418936.5
2024-04-19 20:59:04:050,0.3173924936,1.0,1000.0,0.0524918329,46.0,7.0,0.0,234.0,119.0,0.0,46.0,375.0,274.0,1.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:100,0.29908138819999996,1.0,1000.0,0.0537125732,48.0,7.0,0.0,232.0,119.0,0.0,48.0,376.0,274.0,47.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:150,0.3173924936,1.0,1000.0,0.0524918329,43.0,6.0,0.0,206.0,119.0,0.0,43.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:200,0.29908138819999996,1.0,1000.0,0.0537125732,47.0,7.0,0.0,242.0,119.0,0.0,47.0,376.0,274.0,23.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:250,0.3173924936,1.0,1000.0,0.0524918329,50.0,7.0,0.0,235.0,119.0,0.0,50.0,375.0,274.0,197.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:300,0.29908138819999996,1.0,1000.0,0.0537125732,45.0,8.0,0.0,259.0,119.0,0.0,45.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:350,0.3173924936,1.0,1000.0,0.0537125732,46.0,7.0,0.0,197.0,119.0,0.0,46.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:400,0.30518509,1.0,1000.0,0.0537125732,48.0,8.0,0.0,273.0,119.0,0.0,48.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:450,0.3173924936,1.0,1000.0,0.0524918329,48.0,7.0,0.0,258.0,119.0,0.0,48.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:500,0.30518509,1.0,1000.0,0.0524918329,47.0,7.0,0.0,254.0,119.0,0.0,47.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:550,0.3173924936,1.0,1000.0,0.0524918329,46.0,7.0,0.0,252.0,119.0,0.0,46.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:600,0.30518509,1.0,1000.0,0.0524918329,44.0,7.0,0.0,308.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:650,0.3173924936,1.0,1000.0,0.0524918329,46.0,7.0,0.0,230.0,119.0,0.0,46.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:700,0.30518509,1.0,1000.0,0.0537125732,46.0,8.0,0.0,279.0,119.0,0.0,46.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:04:750,0.3173924936,1.0,1000.0,0.0524918329,48.0,7.0,0.0,262.0,119.0,0.0,48.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
